shipment_id,date,month,origin_port,destination_port,transport_mode,product_category,distance_km,weight_mt,fuel_price_index,geopolitical_risk_score,weather_condition,carrier_reliability_score,lead_time_days,disruption_occurred,copper__usd_per_mt
SC-14198,2024-07-25,2024-07-01,Singapore,Antwerp,Sea,Textiles,6923.99,339.6,3.59,5.4,Storm,0.527,36.81,1,9385.31
SC-14199,2024-05-13,2024-05-01,Shanghai,Antwerp,Rail,Automotive,9448.04,285.71,3.06,1.7,Storm,0.976,21.33,0,10139.33
SC-14200,2024-12-14,2024-12-01,Busan,Dubai,Rail,Automotive,12824.41,472.87,2.75,0.2,Fog,0.896,14.01,0,8916.32
SC-14201,2024-06-30,2024-06-01,Antwerp,Rotterdam,Road,Pharmaceuticals,3345.56,222.03,4.13,3.4,Clear,0.575,2.1,0,9648.17
SC-14202,2024-11-27,2024-11-01,Dubai,Marseille,Sea,Electronics,2320.47,300.05,3.73,8.7,Clear,0.991,4.49,0,9075.73
SC-14203,2024-03-01,2024-03-01,Antwerp,Hamburg,Rail,Pharmaceuticals,14470.46,238.69,3.88,0.4,Fog,0.868,15.33,0,8689.13
SC-14204,2024-01-23,2024-01-01,Los Angeles,Marseille,Rail,Electronics,2066.65,466.49,3.88,4.3,Clear,0.736,1.79,1,8338.88
SC-14205,2024-05-31,2024-05-01,Antwerp,Busan,Rail,Automotive,7438.12,38.97,3.32,7.6,Rain,0.806,8.36,0,10139.33
SC-14208,2024-05-25,2024-05-01,Hamburg,Shanghai,Sea,Pharmaceuticals,1747.47,396.16,4.26,4.2,Clear,0.537,2.66,1,10139.33
SC-14209,2024-04-23,2024-04-01,Shanghai,Busan,Rail,Automotive,1326.89,291.93,1.28,9.5,Clear,0.772,1.72,0,9464.43
SC-14212,2024-03-15,2024-03-01,Busan,Shanghai,Rail,Textiles,8393.0,33.1,2.11,6.4,Storm,0.863,23.75,1,8689.13
SC-14218,2024-04-13,2024-04-01,Busan,Rotterdam,Rail,Electronics,10495.0,423.43,2.02,6.3,Clear,0.929,8.96,1,9464.43
SC-14219,2024-12-10,2024-12-01,Rotterdam,Dubai,Sea,Pharmaceuticals,4158.52,64.62,2.81,1.6,Fog,0.965,8.22,0,8916.32
SC-14220,2024-11-05,2024-11-01,Busan,Shanghai,Sea,Electronics,4962.68,47.42,3.51,2.1,Fog,0.887,11.21,1,9075.73
SC-14221,2024-11-26,2024-11-01,Hamburg,Rotterdam,Road,Textiles,9397.75,295.04,4.46,9.9,Hurricane,0.97,67.15,1,9075.73
SC-14222,2024-05-19,2024-05-01,Rotterdam,Los Angeles,Air,Perishables,13520.06,266.53,2.66,7.5,Storm,0.651,2.56,1,10139.33
SC-14223,2024-06-10,2024-06-01,Rotterdam,Shanghai,Rail,Perishables,12243.9,133.92,2.91,9.6,Hurricane,0.931,100.21,1,9648.17
SC-14228,2024-11-20,2024-11-01,Shanghai,Marseille,Sea,Perishables,7259.63,192.59,1.21,1.7,Hurricane,0.643,88.32,1,9075.73
SC-14229,2024-06-27,2024-06-01,Antwerp,Rotterdam,Road,Automotive,3254.07,368.67,1.52,7.3,Rain,0.514,3.42,1,9648.17
SC-14234,2024-12-31,2024-12-01,Rotterdam,Singapore,Air,Electronics,803.54,367.51,4.26,7.3,Fog,0.696,0.5,0,8916.32
SC-14235,2024-08-16,2024-08-01,Busan,Rotterdam,Road,Textiles,5078.71,184.22,4.42,4.8,Rain,0.981,3.96,1,8971.96
SC-14238,2024-06-28,2024-06-01,Los Angeles,Rotterdam,Sea,Textiles,10680.56,248.61,2.88,9.1,Hurricane,0.976,173.1,1,9648.17
SC-14240,2024-11-10,2024-11-01,Los Angeles,Shanghai,Sea,Pharmaceuticals,10297.11,168.03,3.86,6.8,Hurricane,0.728,153.73,1,9075.73
SC-14242,2024-10-28,2024-10-01,Singapore,Antwerp,Sea,Textiles,11465.68,349.62,4.01,5.4,Fog,0.705,30.06,1,9533.99
SC-14243,2024-05-10,2024-05-01,Shanghai,Los Angeles,Air,Textiles,7085.66,352.26,2.63,6.3,Fog,0.616,0.5,1,10139.33
SC-14244,2024-06-30,2024-06-01,Antwerp,Los Angeles,Rail,Pharmaceuticals,6478.06,246.77,3.7,9.9,Fog,0.693,9.4,1,9648.17
SC-14245,2024-01-02,2024-01-01,Hamburg,Singapore,Sea,Textiles,14053.58,457.53,1.52,10.0,Rain,0.764,34.53,1,8338.88
SC-14250,2024-02-03,2024-02-01,Antwerp,Busan,Road,Automotive,5978.67,22.12,1.52,8.0,Rain,0.789,6.09,0,8304.95
SC-14251,2024-07-05,2024-07-01,Los Angeles,Marseille,Road,Electronics,1399.53,317.13,4.02,4.1,Storm,0.981,2.78,1,9385.31
SC-14253,2024-11-21,2024-11-01,Dubai,Rotterdam,Sea,Perishables,7836.01,152.77,3.93,4.6,Hurricane,0.951,106.41,1,9075.73
SC-14255,2024-08-14,2024-08-01,Los Angeles,Hamburg,Air,Pharmaceuticals,10042.48,164.28,4.22,3.6,Fog,0.819,0.87,1,8971.96
SC-14258,2024-04-16,2024-04-01,Antwerp,Rotterdam,Road,Perishables,5643.56,387.65,1.7,1.5,Clear,0.975,2.68,0,9464.43
SC-14260,2024-05-24,2024-05-01,Singapore,Shanghai,Road,Automotive,2169.62,227.42,2.62,4.0,Rain,0.782,2.03,1,10139.33
SC-14261,2024-12-05,2024-12-01,Dubai,Rotterdam,Air,Textiles,13307.47,253.96,3.93,10.0,Rain,0.665,0.5,1,8916.32
SC-14262,2024-03-20,2024-03-01,Los Angeles,Marseille,Sea,Perishables,6514.97,344.01,2.76,1.7,Hurricane,0.715,79.64,1,8689.13
SC-14263,2024-08-31,2024-08-01,Shanghai,Hamburg,Air,Textiles,6115.48,317.01,3.94,1.5,Hurricane,0.805,2.89,1,8971.96
SC-14264,2024-12-21,2024-12-01,Los Angeles,Rotterdam,Air,Automotive,10065.51,405.55,3.61,9.2,Rain,0.954,1.25,0,8916.32
SC-14265,2024-11-23,2024-11-01,Shanghai,Los Angeles,Road,Pharmaceuticals,6909.48,23.33,1.89,8.8,Storm,0.729,17.2,1,9075.73
SC-14266,2024-06-20,2024-06-01,Rotterdam,Shanghai,Road,Perishables,9899.39,148.92,4.33,0.3,Clear,0.994,6.33,0,9648.17
SC-14268,2024-03-31,2024-03-01,Singapore,Los Angeles,Road,Perishables,12298.99,73.86,4.16,6.6,Rain,0.58,11.79,0,8689.13
SC-14272,2024-12-09,2024-12-01,Dubai,Rotterdam,Rail,Electronics,2695.77,332.19,1.77,0.4,Hurricane,0.74,15.05,1,8916.32
SC-14274,2024-01-12,2024-01-01,Los Angeles,Hamburg,Air,Pharmaceuticals,9226.2,360.02,1.84,4.0,Clear,0.717,0.5,0,8338.88
SC-14275,2024-09-28,2024-09-01,Antwerp,Marseille,Rail,Electronics,8935.18,168.75,1.87,4.5,Storm,0.875,23.08,1,9237.48
SC-14276,2024-08-02,2024-08-01,Antwerp,Hamburg,Air,Perishables,6321.2,145.85,1.82,9.2,Rain,0.729,0.5,1,8971.96
SC-14277,2024-09-12,2024-09-01,Shanghai,Los Angeles,Sea,Perishables,5402.22,271.05,2.81,5.6,Clear,0.582,9.47,0,9237.48
SC-14279,2024-03-10,2024-03-01,Los Angeles,Hamburg,Road,Textiles,6180.27,40.81,3.08,4.1,Fog,0.684,6.29,0,8689.13
SC-14280,2024-12-24,2024-12-01,Shanghai,Dubai,Rail,Pharmaceuticals,2858.58,209.57,4.15,4.2,Storm,0.535,7.52,1,8916.32
SC-14281,2024-09-19,2024-09-01,Dubai,Los Angeles,Rail,Electronics,11148.3,471.51,3.3,9.7,Rain,0.792,14.05,1,9237.48
SC-14282,2024-04-20,2024-04-01,Dubai,Singapore,Air,Automotive,3528.05,361.03,3.47,6.0,Fog,0.804,0.5,1,9464.43
SC-14283,2024-01-02,2024-01-01,Rotterdam,Hamburg,Sea,Electronics,1349.2,44.98,3.4,6.4,Storm,0.531,7.99,1,8338.88
SC-14284,2024-02-19,2024-02-01,Singapore,Hamburg,Rail,Textiles,8509.31,423.31,2.68,7.1,Hurricane,0.701,64.17,1,8304.95
SC-14288,2024-06-19,2024-06-01,Antwerp,Shanghai,Air,Textiles,5509.47,202.65,3.77,8.7,Rain,0.673,0.82,1,9648.17
SC-14292,2024-12-25,2024-12-01,Shanghai,Antwerp,Sea,Perishables,8704.83,269.62,1.92,8.0,Fog,0.81,24.73,1,8916.32
SC-14295,2024-04-13,2024-04-01,Singapore,Marseille,Rail,Textiles,4796.72,451.22,3.69,1.5,Storm,0.864,10.49,1,9464.43
SC-14300,2024-08-18,2024-08-01,Busan,Hamburg,Road,Textiles,1668.92,133.3,1.71,7.6,Clear,0.986,1.93,1,8971.96
SC-14301,2024-06-15,2024-06-01,Shanghai,Dubai,Rail,Electronics,14123.74,248.03,3.34,7.2,Fog,0.815,20.22,0,9648.17
SC-14303,2024-03-16,2024-03-01,Hamburg,Dubai,Sea,Pharmaceuticals,9006.05,253.08,1.8,2.6,Storm,0.501,42.97,1,8689.13
SC-14304,2024-02-04,2024-02-01,Shanghai,Busan,Sea,Pharmaceuticals,12512.36,374.27,2.77,7.4,Fog,0.765,35.99,0,8304.95
SC-14305,2024-10-28,2024-10-01,Dubai,Marseille,Sea,Pharmaceuticals,1662.71,70.34,3.36,5.5,Storm,0.607,8.94,1,9533.99
SC-14306,2024-01-21,2024-01-01,Antwerp,Busan,Air,Perishables,7414.16,126.95,1.68,3.1,Hurricane,0.547,3.68,1,8338.88
SC-14307,2024-11-22,2024-11-01,Rotterdam,Hamburg,Road,Pharmaceuticals,9636.35,366.16,1.81,1.6,Rain,0.766,7.7,0,9075.73
SC-14308,2024-09-24,2024-09-01,Dubai,Busan,Road,Pharmaceuticals,12515.47,83.2,1.87,9.0,Fog,0.873,15.84,1,9237.48
SC-14309,2024-04-17,2024-04-01,Rotterdam,Dubai,Road,Perishables,11860.31,176.33,1.99,6.0,Clear,0.706,8.8,0,9464.43
SC-14310,2024-03-16,2024-03-01,Dubai,Los Angeles,Rail,Electronics,4517.5,133.17,1.95,8.2,Hurricane,0.835,36.16,1,8689.13
SC-14311,2024-12-16,2024-12-01,Busan,Los Angeles,Rail,Perishables,14142.76,175.58,2.5,5.5,Rain,0.745,15.93,0,8916.32
SC-14312,2024-06-23,2024-06-01,Shanghai,Rotterdam,Road,Textiles,2303.01,354.45,3.36,2.2,Storm,0.719,4.1,0,9648.17
SC-14314,2024-06-13,2024-06-01,Singapore,Dubai,Road,Textiles,14578.63,278.08,3.76,3.8,Fog,0.691,16.07,1,9648.17
SC-14315,2024-03-17,2024-03-01,Busan,Antwerp,Rail,Electronics,3068.73,50.87,3.57,9.7,Rain,0.675,4.07,1,8689.13
SC-14317,2024-04-05,2024-04-01,Los Angeles,Busan,Road,Pharmaceuticals,1084.14,185.57,1.36,9.9,Hurricane,0.558,8.16,1,9464.43
SC-14318,2024-12-12,2024-12-01,Singapore,Dubai,Rail,Pharmaceuticals,6378.63,324.62,4.1,9.8,Storm,0.546,19.68,1,8916.32
SC-14323,2024-02-01,2024-02-01,Los Angeles,Rotterdam,Rail,Perishables,7478.53,214.93,3.12,0.3,Fog,0.706,8.51,0,8304.95
SC-14326,2024-06-17,2024-06-01,Shanghai,Antwerp,Rail,Textiles,819.96,377.78,2.56,0.1,Clear,0.851,0.68,0,9648.17
SC-14329,2024-06-09,2024-06-01,Dubai,Marseille,Sea,Textiles,12308.61,405.03,1.7,2.9,Rain,0.62,23.11,1,9648.17
SC-14330,2024-02-24,2024-02-01,Busan,Antwerp,Road,Automotive,4564.85,348.14,1.66,0.9,Rain,0.658,4.07,0,8304.95
SC-14331,2024-04-13,2024-04-01,Hamburg,Rotterdam,Air,Perishables,2416.61,383.13,1.64,8.6,Rain,0.598,0.53,1,9464.43
SC-14332,2024-12-05,2024-12-01,Los Angeles,Antwerp,Rail,Perishables,6877.91,221.16,1.58,5.9,Clear,0.888,5.72,1,8916.32
SC-14333,2024-07-29,2024-07-01,Rotterdam,Dubai,Rail,Textiles,9837.37,358.52,1.99,9.0,Storm,0.824,30.59,1,9385.31
SC-14334,2024-07-13,2024-07-01,Antwerp,Singapore,Air,Automotive,6023.8,193.86,2.21,6.9,Rain,0.806,0.59,0,9385.31
SC-14339,2024-09-28,2024-09-01,Dubai,Los Angeles,Rail,Perishables,3636.83,231.02,2.71,4.8,Clear,0.818,2.87,1,9237.48
SC-14341,2024-10-15,2024-10-01,Hamburg,Singapore,Air,Automotive,1201.26,271.21,1.8,6.4,Fog,0.644,0.5,0,9533.99
SC-14342,2024-10-31,2024-10-01,Dubai,Antwerp,Road,Pharmaceuticals,12397.07,421.87,1.67,8.0,Hurricane,0.885,82.73,1,9533.99
SC-14343,2024-08-31,2024-08-01,Singapore,Busan,Road,Textiles,12481.94,381.11,4.32,7.9,Hurricane,0.72,82.89,1,8971.96
SC-14344,2024-04-08,2024-04-01,Antwerp,Rotterdam,Sea,Textiles,9026.01,30.09,4.46,1.9,Rain,0.835,15.89,1,9464.43
SC-14345,2024-02-20,2024-02-01,Hamburg,Marseille,Sea,Electronics,5619.99,499.21,1.35,6.5,Storm,0.728,31.16,1,8304.95
SC-14350,2024-06-06,2024-06-01,Los Angeles,Antwerp,Rail,Perishables,11873.88,57.08,1.63,0.3,Fog,0.586,12.41,0,9648.17
SC-14351,2024-02-25,2024-02-01,Los Angeles,Rotterdam,Air,Pharmaceuticals,9179.16,174.52,2.71,0.9,Storm,0.533,1.4,1,8304.95
SC-14353,2024-01-04,2024-01-01,Los Angeles,Hamburg,Rail,Textiles,14390.21,101.63,2.36,4.0,Fog,0.579,17.88,0,8338.88
SC-14355,2024-03-30,2024-03-01,Antwerp,Los Angeles,Sea,Automotive,9273.8,394.27,2.61,8.4,Rain,0.989,22.22,1,8689.13
SC-14356,2024-10-28,2024-10-01,Dubai,Busan,Air,Textiles,3697.07,417.91,4.44,7.4,Rain,0.859,0.5,0,9533.99
SC-14361,2024-07-23,2024-07-01,Busan,Marseille,Air,Electronics,9263.21,415.29,3.81,8.5,Clear,0.865,0.94,0,9385.31
SC-14362,2024-04-09,2024-04-01,Shanghai,Singapore,Road,Textiles,11573.54,210.21,3.38,7.3,Clear,0.916,9.66,1,9464.43
SC-14363,2024-01-27,2024-01-01,Los Angeles,Dubai,Road,Textiles,8089.32,97.8,4.03,7.0,Hurricane,0.606,51.52,1,8338.88
SC-14364,2024-07-30,2024-07-01,Singapore,Shanghai,Air,Automotive,3788.2,143.14,1.45,3.4,Clear,0.82,0.5,0,9385.31
SC-14365,2024-06-23,2024-06-01,Rotterdam,Shanghai,Road,Automotive,10164.57,253.08,2.73,3.8,Hurricane,0.52,57.62,1,9648.17
SC-14367,2024-10-25,2024-10-01,Rotterdam,Busan,Air,Textiles,6906.59,402.98,3.74,0.6,Clear,0.857,0.52,0,9533.99
SC-14368,2024-03-24,2024-03-01,Shanghai,Hamburg,Sea,Perishables,2868.82,395.89,4.37,7.7,Rain,0.512,7.92,0,8689.13
SC-14370,2024-04-28,2024-04-01,Los Angeles,Marseille,Rail,Perishables,3433.26,390.61,4.09,0.4,Fog,0.92,4.14,0,9464.43
SC-14371,2024-11-11,2024-11-01,Los Angeles,Busan,Rail,Textiles,6107.25,96.69,3.53,7.4,Rain,0.69,7.57,1,9075.73
SC-14376,2024-09-28,2024-09-01,Rotterdam,Hamburg,Road,Textiles,6050.37,347.96,3.98,7.8,Clear,0.789,4.66,0,9237.48
SC-14377,2024-04-03,2024-04-01,Los Angeles,Rotterdam,Air,Perishables,12667.63,205.31,3.42,5.8,Rain,0.615,1.61,1,9464.43
SC-14381,2024-07-08,2024-07-01,Los Angeles,Shanghai,Rail,Electronics,1531.76,151.03,3.13,0.1,Hurricane,0.929,8.01,1,9385.31
SC-14385,2024-07-10,2024-07-01,Los Angeles,Dubai,Sea,Perishables,8589.17,438.42,3.96,8.8,Hurricane,0.89,137.31,1,9385.31
SC-14387,2024-02-15,2024-02-01,Busan,Dubai,Sea,Pharmaceuticals,1206.08,133.72,3.33,5.1,Clear,0.969,2.86,0,8304.95
SC-14388,2024-09-26,2024-09-01,Shanghai,Busan,Road,Pharmaceuticals,1921.11,231.61,2.41,4.2,Hurricane,0.991,10.84,1,9237.48
SC-14391,2024-09-26,2024-09-01,Antwerp,Busan,Rail,Electronics,8348.42,499.31,3.95,7.9,Clear,0.853,8.2,0,9237.48
SC-14392,2024-08-19,2024-08-01,Rotterdam,Dubai,Rail,Pharmaceuticals,9860.8,118.47,1.49,1.3,Storm,0.832,22.17,0,8971.96
SC-14393,2024-10-02,2024-10-01,Busan,Antwerp,Road,Electronics,1160.98,363.76,3.28,6.1,Fog,0.552,1.38,1,9533.99
SC-14395,2024-03-04,2024-03-01,Antwerp,Los Angeles,Air,Electronics,12711.4,5.05,2.94,6.0,Rain,0.503,0.63,1,8689.13
SC-14396,2024-06-03,2024-06-01,Antwerp,Dubai,Rail,Automotive,4800.88,5.62,4.26,7.9,Clear,0.569,4.97,0,9648.17
SC-14399,2024-04-09,2024-04-01,Singapore,Busan,Sea,Textiles,2340.69,12.26,1.37,3.7,Hurricane,0.951,30.8,1,9464.43
SC-14400,2024-03-28,2024-03-01,Antwerp,Hamburg,Air,Electronics,2287.61,343.78,1.33,7.2,Rain,0.903,0.5,0,8689.13
SC-14402,2024-12-18,2024-12-01,Shanghai,Dubai,Air,Textiles,4064.79,280.39,1.41,5.7,Rain,0.624,0.5,1,8916.32
SC-14406,2024-08-20,2024-08-01,Hamburg,Los Angeles,Air,Electronics,14260.22,116.9,1.33,1.5,Clear,0.999,0.8,0,8971.96
SC-14408,2024-03-03,2024-03-01,Busan,Los Angeles,Air,Pharmaceuticals,6041.02,100.22,3.86,5.1,Rain,0.705,0.5,0,8689.13
SC-14416,2024-08-29,2024-08-01,Rotterdam,Dubai,Air,Electronics,6523.92,299.49,3.62,2.8,Clear,0.754,0.5,0,8971.96
SC-14418,2024-11-02,2024-11-01,Los Angeles,Busan,Air,Perishables,5362.89,264.28,4.4,1.8,Fog,0.972,0.63,0,9075.73
SC-14419,2024-03-21,2024-03-01,Rotterdam,Busan,Sea,Textiles,3067.69,259.21,1.85,6.8,Fog,0.633,8.46,0,8689.13
SC-14421,2024-02-05,2024-02-01,Singapore,Shanghai,Sea,Pharmaceuticals,14372.45,274.99,2.98,5.4,Fog,0.902,38.0,0,8304.95
SC-14428,2024-05-30,2024-05-01,Dubai,Singapore,Road,Textiles,3095.96,216.77,3.0,3.7,Fog,0.863,3.14,1,10139.33
SC-14429,2024-05-03,2024-05-01,Antwerp,Busan,Rail,Textiles,12063.95,414.5,1.49,6.7,Clear,0.607,10.61,1,10139.33
SC-14431,2024-06-26,2024-06-01,Hamburg,Los Angeles,Road,Pharmaceuticals,8430.47,95.25,4.16,0.9,Rain,0.724,6.19,0,9648.17
SC-14432,2024-06-20,2024-06-01,Shanghai,Singapore,Air,Automotive,7388.8,350.87,1.27,3.3,Fog,0.579,1.35,0,9648.17
SC-14433,2024-08-04,2024-08-01,Antwerp,Dubai,Air,Textiles,13875.3,146.03,4.03,4.4,Fog,0.766,1.2,0,8971.96
SC-14434,2024-07-16,2024-07-01,Singapore,Dubai,Sea,Perishables,1554.66,149.45,4.23,4.6,Rain,0.641,2.88,0,9385.31
SC-14435,2024-05-09,2024-05-01,Shanghai,Busan,Air,Automotive,4568.71,148.88,2.37,7.7,Hurricane,0.548,1.76,1,10139.33
SC-14436,2024-02-13,2024-02-01,Antwerp,Rotterdam,Sea,Textiles,5574.1,363.06,3.57,4.4,Storm,0.733,29.13,1,8304.95
SC-14438,2024-03-21,2024-03-01,Los Angeles,Dubai,Rail,Electronics,14891.46,1.45,3.36,7.1,Fog,0.523,21.42,1,8689.13
SC-14441,2024-07-25,2024-07-01,Dubai,Los Angeles,Rail,Electronics,12544.03,53.14,2.6,5.8,Clear,0.515,11.28,0,9385.31
SC-14443,2024-05-31,2024-05-01,Dubai,Shanghai,Sea,Perishables,6290.32,190.57,3.94,2.2,Rain,0.57,11.73,1,10139.33
SC-14445,2024-09-21,2024-09-01,Antwerp,Singapore,Air,Perishables,14684.2,23.24,2.52,4.3,Fog,0.902,1.83,0,9237.48
SC-14446,2024-11-23,2024-11-01,Antwerp,Los Angeles,Sea,Textiles,3122.93,485.32,4.15,9.3,Rain,0.72,7.94,1,9075.73
SC-14447,2024-03-09,2024-03-01,Los Angeles,Hamburg,Sea,Textiles,12087.79,358.32,2.84,5.2,Clear,0.574,21.1,0,8689.13
SC-14448,2024-03-30,2024-03-01,Los Angeles,Marseille,Air,Perishables,5345.79,162.27,3.0,1.9,Storm,0.55,0.9,1,8689.13
SC-14453,2024-11-29,2024-11-01,Rotterdam,Hamburg,Air,Automotive,12160.4,95.28,4.41,3.9,Hurricane,0.702,6.36,1,9075.73
SC-14454,2024-10-09,2024-10-01,Hamburg,Los Angeles,Road,Perishables,13063.14,429.86,2.43,5.6,Clear,0.778,9.75,0,9533.99
SC-14457,2024-01-13,2024-01-01,Hamburg,Singapore,Rail,Perishables,2529.82,435.76,1.58,0.2,Hurricane,0.698,13.94,1,8338.88
SC-14463,2024-04-25,2024-04-01,Antwerp,Rotterdam,Sea,Automotive,2460.65,244.02,1.33,6.1,Rain,0.765,5.29,1,9464.43
SC-14465,2024-06-02,2024-06-01,Shanghai,Antwerp,Sea,Automotive,6242.01,477.36,2.32,2.8,Storm,0.85,29.66,0,9648.17
SC-14466,2024-05-31,2024-05-01,Los Angeles,Rotterdam,Air,Electronics,2428.64,462.97,2.23,8.9,Storm,0.792,0.5,1,10139.33
SC-14470,2024-04-12,2024-04-01,Hamburg,Marseille,Rail,Automotive,13652.11,233.05,4.13,1.0,Fog,0.685,15.16,0,9464.43
SC-14471,2024-04-18,2024-04-01,Hamburg,Busan,Air,Pharmaceuticals,14877.23,345.26,4.48,9.8,Fog,0.938,2.21,1,9464.43
SC-14473,2024-04-13,2024-04-01,Hamburg,Los Angeles,Rail,Textiles,5653.87,104.29,4.05,3.4,Clear,0.588,4.5,0,9464.43
SC-14474,2024-10-19,2024-10-01,Antwerp,Busan,Road,Perishables,10203.68,459.18,2.49,3.2,Hurricane,0.952,56.22,1,9533.99
SC-14476,2024-12-18,2024-12-01,Shanghai,Rotterdam,Air,Textiles,6566.65,489.45,4.22,1.5,Clear,0.862,0.68,0,8916.32
SC-14478,2024-09-27,2024-09-01,Rotterdam,Dubai,Sea,Textiles,9109.82,140.69,2.07,2.9,Clear,0.753,13.76,0,9237.48
SC-14485,2024-02-08,2024-02-01,Busan,Rotterdam,Air,Textiles,11262.94,312.25,2.54,2.8,Hurricane,0.969,6.87,1,8304.95
SC-14486,2024-06-25,2024-06-01,Singapore,Dubai,Road,Textiles,865.39,3.81,1.33,9.7,Clear,0.61,0.5,1,9648.17
SC-14487,2024-10-09,2024-10-01,Shanghai,Antwerp,Air,Pharmaceuticals,5645.06,93.97,3.96,1.8,Hurricane,0.932,3.05,1,9533.99
SC-14489,2024-05-27,2024-05-01,Antwerp,Marseille,Sea,Electronics,8676.45,182.3,2.28,2.4,Clear,0.985,14.02,0,10139.33
SC-14495,2024-02-09,2024-02-01,Dubai,Hamburg,Air,Electronics,9346.56,232.67,2.49,2.4,Hurricane,0.884,4.43,1,8304.95
SC-14497,2024-12-05,2024-12-01,Rotterdam,Singapore,Road,Pharmaceuticals,2431.14,214.42,2.67,9.1,Clear,0.985,1.87,0,8916.32
SC-14499,2024-08-31,2024-08-01,Busan,Rotterdam,Sea,Electronics,6576.94,108.15,2.69,6.6,Hurricane,0.846,97.87,1,8971.96
SC-14500,2024-02-20,2024-02-01,Rotterdam,Busan,Sea,Pharmaceuticals,9189.84,258.82,3.67,1.7,Clear,0.609,13.22,0,8304.95
SC-14502,2024-10-02,2024-10-01,Busan,Shanghai,Air,Textiles,4678.68,278.87,1.36,6.3,Hurricane,0.834,2.38,1,9533.99
SC-14504,2024-01-21,2024-01-01,Rotterdam,Marseille,Road,Electronics,7695.47,189.61,1.31,3.6,Clear,0.978,5.47,1,8338.88
SC-14505,2024-12-11,2024-12-01,Los Angeles,Shanghai,Road,Automotive,4641.58,232.37,2.75,0.0,Rain,0.563,2.9,0,8916.32
SC-14506,2024-11-06,2024-11-01,Singapore,Rotterdam,Sea,Perishables,11151.82,45.17,4.12,8.0,Fog,0.548,31.79,1,9075.73
SC-14507,2024-11-14,2024-11-01,Rotterdam,Los Angeles,Sea,Textiles,847.22,304.89,2.39,8.9,Hurricane,0.902,13.21,1,9075.73
SC-14508,2024-10-14,2024-10-01,Los Angeles,Shanghai,Rail,Textiles,8980.0,144.82,4.28,9.7,Rain,0.933,10.6,1,9533.99
SC-14512,2024-04-10,2024-04-01,Shanghai,Marseille,Sea,Perishables,1825.62,38.86,1.54,10.0,Clear,0.653,3.45,1,9464.43
SC-14513,2024-08-21,2024-08-01,Rotterdam,Antwerp,Air,Perishables,9572.39,349.41,1.96,5.9,Fog,0.619,1.16,0,8971.96
SC-14514,2024-05-17,2024-05-01,Shanghai,Dubai,Sea,Textiles,8482.71,312.26,2.5,6.8,Storm,0.744,47.68,1,10139.33
SC-14515,2024-11-03,2024-11-01,Hamburg,Shanghai,Road,Perishables,6406.8,95.32,1.76,6.8,Rain,0.608,6.27,0,9075.73
SC-14517,2024-11-24,2024-11-01,Antwerp,Marseille,Rail,Electronics,13500.33,360.44,2.76,0.1,Storm,0.978,28.13,1,9075.73
SC-14518,2024-10-02,2024-10-01,Shanghai,Singapore,Sea,Pharmaceuticals,3346.27,265.19,4.36,2.2,Rain,0.92,5.77,0,9533.99
SC-14522,2024-04-01,2024-04-01,Singapore,Shanghai,Sea,Automotive,13414.55,469.62,4.09,4.1,Fog,0.906,33.68,0,9464.43
SC-14523,2024-07-11,2024-07-01,Los Angeles,Marseille,Rail,Perishables,9155.71,336.2,1.89,3.6,Rain,0.961,8.85,1,9385.31
SC-14525,2024-08-04,2024-08-01,Busan,Rotterdam,Rail,Automotive,6730.26,230.88,2.35,7.4,Rain,0.842,6.97,1,8971.96
SC-14530,2024-02-27,2024-02-01,Singapore,Marseille,Sea,Automotive,4397.57,40.06,2.93,7.9,Clear,0.731,8.48,1,8304.95
SC-14532,2024-06-11,2024-06-01,Shanghai,Singapore,Air,Pharmaceuticals,4079.43,182.2,1.4,3.4,Hurricane,0.733,2.08,1,9648.17
SC-14533,2024-03-08,2024-03-01,Los Angeles,Marseille,Rail,Perishables,4943.02,422.51,2.81,8.7,Clear,0.83,5.21,1,8689.13
SC-14534,2024-11-14,2024-11-01,Singapore,Busan,Road,Perishables,8549.44,209.77,3.75,0.5,Hurricane,0.512,41.19,1,9075.73
SC-14538,2024-05-18,2024-05-01,Busan,Los Angeles,Road,Perishables,1682.84,17.86,4.06,2.8,Storm,0.586,3.0,0,10139.33
SC-14541,2024-01-30,2024-01-01,Dubai,Marseille,Air,Textiles,8012.12,173.63,3.17,5.7,Rain,0.909,0.5,0,8338.88
SC-14542,2024-06-26,2024-06-01,Dubai,Marseille,Air,Automotive,3602.92,174.64,1.81,1.0,Hurricane,0.549,1.23,1,9648.17
SC-14543,2024-07-16,2024-07-01,Dubai,Antwerp,Air,Perishables,4607.62,235.06,2.14,1.9,Rain,0.84,0.63,1,9385.31
SC-14544,2024-07-24,2024-07-01,Dubai,Antwerp,Air,Pharmaceuticals,6304.54,167.73,2.57,10.0,Rain,0.647,0.7,1,9385.31
SC-14545,2024-02-29,2024-02-01,Los Angeles,Singapore,Air,Perishables,12272.06,54.57,2.37,2.0,Storm,0.898,1.5,1,8304.95
SC-14546,2024-09-12,2024-09-01,Dubai,Hamburg,Sea,Textiles,701.0,73.67,2.93,6.1,Hurricane,0.701,9.19,1,9237.48
